time,flux,flux_noisy
0,0.9998324708514995,0.99974046816692
86400,1.0,0.9997650557038411
172800,1.0,1.0000196176878713
259200,1.0,0.9999817520253552
345600,1.0,1.0001635824551927
432000,1.0,1.0002195285602233
518400,1.0,1.0000038087816525
604800,1.0,1.0000603403490187
691200,1.0,1.0000270862329428
777600,1.0,0.9998984589144886
864000,1.0,1.000064759191497
950400,1.0,0.9999101053936756
1036800,1.0,1.0000440042238876
1123200,1.0,1.0001031053602927
1209600,1.0,0.9998658553411739
1296000,1.0,0.9999361652045091
1382400,1.0,1.0000252264759941
1468800,1.0,0.9999867695159448
1555200,1.0,0.9999476863807311
1641600,1.0,0.9998628220848855
1728000,1.0,1.0000670689834503
1814400,1.0,1.0000696301031522
1900800,1.0,1.0000423976365487
1987200,1.0,1.000026175006016
2073600,1.0,0.9999015085401389
2160000,1.0,1.0001496581362064
2246400,1.0,1.0000330402685047
2332800,1.0,1.0000469802378396
2419200,1.0,1.0000821078019957
2505600,1.0,1.0002009592663876
2592000,1.0,1.0000413281571627
2678400,1.0,1.0000851589161042
2764800,1.0,1.000010055374851
2851200,1.0,0.9997633549743296
2937600,1.0,0.9999704071820025
3024000,1.0,0.9999147864613245
3110400,1.0,1.0001368854123835
3196800,1.0,0.999965213673363
3283200,1.0,1.0000279282720728
3369600,1.0,1.0002009315851121
3456000,1.0,0.9999859628801516
3542400,1.0,1.0000461650417654
3628800,1.0,1.0000810222749859
3715200,1.0,1.0000404635292244
3801600,1.0,1.0000782648748316
3888000,1.0,1.0000096300319303
3974400,1.0,1.0000693021696552
4060800,1.0,0.9999117549306693
4147200,1.0,0.9999639136558501
4233600,1.0,1.0000109128912205
4320000,1.0,1.0000830367872167
4406400,1.0,1.0001007092189411
4492800,1.0,1.000047699346434
4579200,1.0,0.9999622336038692
4665600,1.0,0.9999347150833658
4752000,1.0,1.0002226398864662
4838400,1.0,1.0001129073345083
4924800,1.0,0.9997943921546937
5011200,1.0,0.9997010821715853
5097600,1.0,0.9999752076555267
5184000,1.0,0.9998657485069886
5270400,1.0,1.0001246945489275
5356800,1.0,0.9998267594526107
5443200,1.0,0.9999288195502315
5529600,1.0,0.999953055205329
5616000,1.0,0.9999246278641782
5702400,1.0,1.0000756350712243
5788800,1.0,1.0000786772643417
5875200,1.0,0.9998632392778481
5961600,1.0,1.00022993878626
6048000,1.0,0.9999284964285309
6134400,1.0,1.000090221505914
6220800,1.0,0.999929860253426
6307200,1.0,1.000100235984186
6393600,1.0,0.999900479392737
6480000,1.0,0.9999073240714322
6566400,1.0,0.9999353439040963
6652800,1.0,0.9998706673391634
6739200,1.0,1.0000478463620042
6825600,1.0,0.9999246934315933
6912000,1.0,1.000009893410316
6998400,1.0,1.0001160692114577
7084800,1.0,0.9999904694981674
7171200,1.0,0.9999286935089023
7257600,1.0,0.9999454537938963
7344000,1.0,1.000102020743064
7430400,1.0,0.9999682587051609
7516800,1.0,0.9999218285825897
7603200,1.0,0.999982462382529
7689600,1.0,0.9999764514944036
7776000,1.0,1.0000298457201533
7862400,1.0,1.0000087059918203
7948800,1.0,0.9999272859092567
8035200,1.0,0.9998991613846939
8121600,1.0,0.9999215031381354
8208000,1.0,0.9998763178002378
8294400,1.0,0.999903254459792
8380800,1.0,1.0000811084860992
8467200,0.9999162354257498,0.9997428713305513
8553600,1.0,1.0000298065973474
8640000,1.0,1.0000933970673815
8726400,1.0,1.0000147378270576
8812800,1.0,0.9999562585695748
8899200,1.0,1.0000360632174004
8985600,1.0,0.9999651465982963
9072000,1.0,0.9999504307444067
9158400,1.0,0.9999320358418439
9244800,1.0,0.9999948806906086
9331200,1.0,0.9999974648774559
9417600,1.0,1.0001682965914604
9504000,1.0,0.9998684011295046
9590400,1.0,0.9999455984565587
9676800,1.0,0.9999770506343302
9763200,1.0,0.9999977493237823
9849600,1.0,0.9998751046582719
9936000,1.0,0.9999667806204124
10022400,1.0,1.0000807813307475
10108800,1.0,1.0000570588059932
10195200,1.0,1.0001171029612186
10281600,1.0,0.9999371971310966
10368000,1.0,0.9999420092907001
10454400,1.0,1.0000927302029732
10540800,1.0,1.0000628127891809
10627200,1.0,0.9999429877262278
10713600,1.0,0.9999392791035242
10800000,1.0,0.9998921044310963
10886400,1.0,1.0000052461600348
10972800,1.0,0.9998693949434349
11059200,1.0,1.0001454615797896
11145600,1.0,1.0001120718186607
11232000,1.0,0.9998786481412592
11318400,1.0,1.0000885141687457
11404800,1.0,0.9998827769552079
11491200,1.0,0.9999676675542272
11577600,1.0,0.9999968034433108
11664000,1.0,0.9999859540537519
11750400,1.0,1.000044317500677
11836800,1.0,1.000115340546204
11923200,1.0,0.9998875958233887
12009600,1.0,0.9998633331523984
12096000,1.0,1.0001329268914907
12182400,1.0,1.000087198518851
12268800,1.0,0.9999630730278299
12355200,1.0,0.9999599850402616
12441600,1.0,0.9999460308769144
12528000,1.0,0.9999450720515938
12614400,1.0,0.9999552216596076
12700800,1.0,1.0000695356281908
12787200,1.0,0.9999882873775149
12873600,1.0,0.9999516780599161
12960000,1.0,1.0000252930304088
13046400,1.0,0.9999761025389423
13132800,1.0,1.000118475210125
13219200,1.0,0.999940477710605
13305600,1.0,1.000096359865874
13392000,1.0,0.9998603656403355
13478400,1.0,1.0000497381394258
13564800,1.0,0.9999560081698822
13651200,1.0,0.9998953869914297
13737600,1.0,1.0001224632956454
13824000,1.0,1.00003606038144
13910400,1.0,0.9998979013358984
13996800,1.0,1.0000326972320877
14083200,1.0,0.9998581559798846
14169600,1.0,0.9999921962521081
14256000,1.0,0.999879571921999
14342400,1.0,0.9999853549966259
14428800,1.0,1.000051080361451
14515200,1.0,0.9999888189894235
14601600,1.0,1.0000715599832797
14688000,1.0,1.0001393423358989
14774400,1.0,1.0001196640953651
14860800,1.0,0.9999763861149261
14947200,1.0,1.0001423659531328
15033600,1.0,0.9999667134530532
15120000,1.0,1.0000605788806372
15206400,1.0,0.9999207790523509
15292800,1.0,1.0000886816799468
15379200,1.0,1.0000014638620134
15465600,1.0,1.0000305335777935
15552000,1.0,0.9999790030409887
15638400,1.0,1.0000706681365117
15724800,1.0,1.0000126811635826
15811200,1.0,0.999929311467497
15897600,1.0,1.0001027766337125
15984000,1.0,0.9999806810615509
16070400,1.0,0.999987727862091
16156800,1.0,1.0000981499890271
16243200,1.0,1.000208475720468
16329600,1.0,0.99986837354734
16416000,1.0,0.9999340721778148
16502400,0.9999162354257498,0.9997795957321661
16588800,1.0,0.9999934102626721
16675200,1.0,0.9999556044050475
16761600,1.0,0.9999783115604327
16848000,1.0,1.0000605082541887
16934400,1.0,1.0001486653109561
17020800,1.0,0.9999298277217722
17107200,1.0,1.0000947550690231
17193600,1.0,0.9998131540158874
17280000,1.0,1.000168203073136
17366400,1.0,1.0000110482038431
17452800,1.0,1.0000765288306495
17539200,1.0,1.000040617003171
17625600,1.0,0.999979682452276
17712000,1.0,0.9998856981527869
17798400,1.0,0.9999215733455332
17884800,1.0,1.000026482864081
17971200,1.0,1.0000634206493562
18057600,1.0,0.9998700565997367
18144000,1.0,0.999831236261872
18230400,1.0,0.9999451649511122
18316800,1.0,0.9998202379378359
18403200,1.0,0.9999717963645793
18489600,1.0,1.0001110930702186
18576000,1.0,0.9998236660321909
18662400,1.0,1.0000417757047757
18748800,1.0,0.9999224787461739
18835200,1.0,0.9998511922366267
18921600,1.0,1.0000624595818408
19008000,1.0,0.9999924763668953
19094400,1.0,0.9997503376817856
19180800,1.0,1.000053603259584
19267200,1.0,0.9998857047350459
19353600,1.0,0.9999532239575217
19440000,1.0,1.0001836421052546
19526400,1.0,0.9999240667755124
19612800,1.0,1.000203230603527
19699200,1.0,1.0000316550141006
19785600,1.0,0.9997775538748883
19872000,1.0,1.0001128367254444
19958400,1.0,1.0000208604952734
20044800,1.0,0.9998121688494198
20131200,1.0,1.0000190995803535
20217600,1.0,0.9997616265829559
20304000,1.0,1.0000831396785257
20390400,1.0,0.9998115800801631
20476800,1.0,0.999884747778308
20563200,1.0,1.000095072745984
20649600,1.0,1.0000648006426103
20736000,1.0,0.9999050819965997
20822400,1.0,1.000073231125429
20908800,1.0,1.0000557635576528
20995200,1.0,1.0000582411523833
21081600,1.0,0.9999807784979625
21168000,1.0,1.0001261598673974
21254400,1.0,0.9998359793665095
21340800,1.0,1.000058940829433
21427200,1.0,1.0000049886456175
21513600,1.0,0.9999875013873724
21600000,1.0,1.0000237305154918
21686400,1.0,1.0000073995724552
21772800,1.0,0.9998661385747178
21859200,1.0,1.0000114250732501
21945600,1.0,0.999956050885875
22032000,1.0,1.0000743868789503
22118400,1.0,1.0000016373043488
22204800,1.0,1.0000902906398998
22291200,1.0,0.9999133450864277
22377600,1.0,1.000000129620201
22464000,1.0,1.0000361019963384
22550400,1.0,1.0002084330286158
22636800,1.0,0.9999474991695918
22723200,1.0,1.0001559981783483
22809600,1.0,1.0000462014236264
22896000,1.0,0.999953149758467
22982400,1.0,1.0000877939479522
23068800,1.0,0.9998729499150925
23155200,1.0,0.9998965266201552
23241600,1.0,1.0000240337197648
23328000,1.0,1.000062825224328
23414400,1.0,1.0001372935928459
23500800,1.0,1.0000069989435658
23587200,1.0,0.9998695199660226
23673600,1.0,1.0002188973421473
23760000,1.0,0.9999201155230424
23846400,1.0,1.0000027741264343
23932800,1.0,0.9999452809357695
24019200,1.0,1.00009378668212
24105600,1.0,0.999864839769901
24192000,1.0,1.0000745523718584
24278400,1.0,0.9997836269383443
24364800,1.0,1.0000067276898292
24451200,1.0,0.9999212186062519
24537600,1.0,1.0002070207350324
24624000,1.0,0.9999669049585076
24710400,1.0,1.000038784571049
24796800,1.0,1.0000478168867983
24883200,1.0,1.0000515178829468
24969600,1.0,0.9999703590860869
25056000,1.0,1.0000983508428012
25142400,1.0,1.0000840629674097
25228800,1.0,1.0001630955897527
25315200,1.0,1.0000908466224054
25401600,1.0,1.0001120101704049
25488000,1.0,1.0001189323151596
25574400,1.0,0.9998903694586213
25660800,1.0,1.0000805124080858
25747200,1.0,0.9999075578262839
25833600,1.0,1.0000015033228726
25920000,1.0,0.9999191850595688
26006400,1.0,1.000236116330259
26092800,1.0,0.9999456866457708
26179200,1.0,1.000014877457054
26265600,1.0,0.9998941356705154
26352000,1.0,0.9999315055597511
26438400,1.0,1.0000578216208367
26524800,1.0,1.0001941935478285
26611200,1.0,0.9999297810739102
26697600,1.0,0.9999447686518114
26784000,1.0,1.0000993640449285
26870400,1.0,0.999947932481333
26956800,1.0,1.0001206850336162
27043200,1.0,0.9999815586711317
27129600,1.0,0.9999611604044252
27216000,1.0,1.0000112764157951
27302400,1.0,0.9999376151416958
27388800,1.0,0.999990147690373
27475200,1.0,0.9999355698964866
27561600,1.0,0.9999691129851155
27648000,1.0,1.0000083473491876
27734400,1.0,0.9999944435909301
27820800,1.0,0.9997768011288334
27907200,1.0,1.0000245983639777
27993600,1.0,0.9999295818916734
28080000,1.0,1.000037056170662
28166400,1.0,0.9999484970298017
28252800,1.0,1.0000826010088824
28339200,1.0,1.000013333716992
28425600,1.0,0.9999335008186744
28512000,1.0,1.0000171537964981
28598400,1.0,0.9999938996449036
28684800,1.0,0.9999305772147155
28771200,1.0,0.9999393738000254
28857600,1.0,0.9999534278899372
28944000,1.0,0.999995068833672
29030400,1.0,0.999983654105031
29116800,1.0,1.0000913370474767
29203200,1.0,0.9999422164574632
29289600,1.0,0.9999829458449495
29376000,1.0,0.9999067022542837
29462400,1.0,0.999880170578209
29548800,1.0,1.0000641814023448
29635200,1.0,1.0000431920093298
29721600,1.0,0.9999343186220143
29808000,1.0,1.0001862105177148
29894400,1.0,0.9997409816274594
29980800,1.0,1.0000382546997355
30067200,1.0,0.9999670829300235
30153600,1.0,1.0000638096370118
30240000,1.0,0.9999473434319142
30326400,1.0,0.9999086932832343
30412800,1.0,0.9999907621530801
30499200,1.0,0.9998425521707808
30585600,1.0,0.999939019556207
30672000,1.0,0.9998380674042395
30758400,1.0,1.0001751653057935
30844800,1.0,0.9999163110734546
30931200,1.0,0.9998427417405271
31017600,1.0,1.0000180563363883
31104000,1.0,0.9999554018826347
31190400,1.0,1.0001097285757843
31276800,1.0,1.0000926577197504
31363200,1.0,0.999771639587068
31449600,1.0,0.9999503293761508
